text,length,ind,aspects,polarities
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,2,0,food,positive
Stay away from this place.,1,0,anecdotes/miscellaneous,negative
"No refills on fountain drinks, though.",1,0,food,negative
Go here.,1,0,anecdotes/miscellaneous,positive
Go for it!,1,0,anecdotes/miscellaneous,positive
The pizza was really good.,1,0,food,positive
The highly spiced chai tea was great too.,1,0,food,positive
Authentic bistro!,1,0,anecdotes/miscellaneous,positive
"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",1,0,anecdotes/miscellaneous,neutral
And they have these home made potato chips at the bar that are the most delicious things in the world!,1,0,food,positive
I wish they had one near my office- I would go everyday.,1,0,anecdotes/miscellaneous,positive
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",1,0,anecdotes/miscellaneous,positive
We spent dollar 200 in this place and left hungry and very disappointed.,2,0,anecdotes/miscellaneous,negative
The rice was poor quality and was cooked so badly it was hard.,1,0,food,negative
This place is to be avoided.,1,0,anecdotes/miscellaneous,negative
They were such a rip-off  dollar 8.95 for four small meat patties in steamed buns  and not worth trying.,2,0,food,negative
Food is excellent.,1,0,food,positive
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,1,0,food,negative
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",1,0,food,positive
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,1,0,food,positive
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",1,0,service,negative
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,2,0,food,positive
Went to Ottimo and was expecting outstanding pizza  as I love La Pizza Fresca .,1,0,anecdotes/miscellaneous,neutral
"It is set far from the small street it's on, and there is no traffic noise.",1,0,ambience,positive
Downstairs lounge is always a good attraction,1,0,ambience,positive
"If only they delivered, they'd make a mint!",1,0,anecdotes/miscellaneous,positive
"We started with lox and mussels  the best ive ever had, ever  and had the cod and trout for dinner.",1,0,food,positive
We'd go back again,1,0,anecdotes/miscellaneous,positive
"Raga's is a romantic, cozy restaurant.",1,0,ambience,positive
I've rarely had a problem with slow staff in the 10 years I've been going.,1,0,service,positive
It was wonderful.,1,0,anecdotes/miscellaneous,positive
"Go there on an empty stomach and leave feeling like a baby Veal Calf ok bad joke , but you will see.",1,0,anecdotes/miscellaneous,positive
I highly recommend it.,1,0,anecdotes/miscellaneous,positive
"I went at 6:00 PM specifically for the pre-theater menu  dollar 19.95 for roasted tomato soup with chevre, steak frites, creme brulee  and it was marvelous.",2,0,food,positive
The food was delicious and the waiter was incredibly helpful and attentive  considering we were the only ones there for the first hour .,2,0,food,positive
"I must warn the reader that the portions sizes are very small  especially the appetizers , so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer  1 dish for each person because the portions are not for sharing , a main entree, and the cold udon at the end of the meal.",1,0,food,negative
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",1,0,food,positive
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,1,0,ambience,positive
Drawbacks: service is slow and they don't toast!,1,0,service,negative
The cream cheeses are out of this world and I love that coffee!!,1,0,food,positive
"Secondly, on this night the place was overwhelmed by upper east side ladies perfume.",1,0,ambience,negative
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",1,0,anecdotes/miscellaneous,positive
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",1,0,food,positive
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",1,0,service,negative
The dim sum is delectable while the prices are quite easy on the wallet.,2,0,food,positive
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",1,0,food,negative
"Found service above average, but that could be because we were 13 of us.",2,0,service,positive
We will come back!!!,1,0,anecdotes/miscellaneous,positive
"He can't help, they're bought up so fast.",1,0,anecdotes/miscellaneous,neutral
They have a huge selection of different cream cheeses and all of their salads are great.,1,0,food,positive
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",2,0,service,positive
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",1,0,anecdotes/miscellaneous,negative
Nevertheless the food itself is pretty good.,1,0,food,positive
And cheap!,1,0,price,positive
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,2,0,food,positive
"The food, served in small tasting portions  as an option  is very good with each dish being better than the next.",1,0,food,positive
"i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.",1,0,ambience,neutral
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",2,0,food,positive
"The service was bad, the food took to forever to come, we sat on the upper level.",1,0,service,negative
"During our meal, the management came over and checked on us and even bought us a round of drinks.",1,0,service,positive
The food there are sastifying.,1,0,food,positive
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",1,0,anecdotes/miscellaneous,positive
Consistently good Japanese Tapas.,1,0,food,positive
I had to share my table with a loud group of kids and the service was rude an unattentive.,2,0,service,negative
The quail was fantastic and unique and the pastas were full of flavor.,1,0,food,positive
I thought going to Jimmys would give me a real Domincan exprience.,1,0,anecdotes/miscellaneous,neutral
"Probably much busier for lunch, it's seldom crowded for dinner  too close to downtown .",1,0,ambience,neutral
Why make a reservation if you aren't going to keep it?,1,0,service,negative
"Conveniently located too, being right on Bedford ave.",1,0,anecdotes/miscellaneous,positive
I agree.,1,0,anecdotes/miscellaneous,neutral
The lunch special is an asbolute steal.,1,0,price,positive
I love this place!,1,0,anecdotes/miscellaneous,positive
Highly recommended to all!,1,0,anecdotes/miscellaneous,positive
I brought some buddies from CA and they loved it.,1,0,anecdotes/miscellaneous,positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,1,0,food,positive
Acceptable prices.,1,0,price,positive
Definately check it out!!!,1,0,anecdotes/miscellaneous,positive
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should  also note lack of Chinese here .",1,0,food,negative
It was so bad I actually refused to pay for my food.,2,0,anecdotes/miscellaneous,negative
We were fast to order the appetizer platter since we were very hungry.,1,0,anecdotes/miscellaneous,neutral
I love the atmorphere @ peep!,1,0,ambience,positive
The menu is nothing like the one on the website.,1,0,food,negative
There is a real gallery of stars that have visited.,1,0,ambience,neutral
"It's a really great deal, considering we got full off of four dollars.",1,0,price,positive
"To me it exemplifies Soho, cute, artsy, interesting.",1,0,ambience,positive
"They don't concern much of customer's health, just want to make money.",1,0,anecdotes/miscellaneous,negative
The dim sum however was very good.,1,0,food,positive
Get the tuna of gari.,1,0,food,positive
"Then, IF they answer the phone, you're lucky if they don't hang up on you!",1,0,service,negative
Raga stands out with an interesting fusion of French and Indian cooking.,1,0,food,positive
The wine list is extensive and impressive.,1,0,food,positive
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",1,0,food,negative
"For the location, the prices are very reasonable.",1,0,price,positive
"Nice atmosphere, the service was very pleasant and the desert was good.",3,0,food,positive
"The food is terrible and overall, I would have to say avoid at all costs.",1,0,food,negative
