aspects,polarities,text,length,ind
['food'],['positive'],"They sell special sushi, everything have a topping, sauce and etc.",1,0
['food'],['positive'],I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,1,0
['anecdotes/miscellaneous'],['positive'],And evaluated on those terms Pastis is simply wonderful.,1,0
['food'],['positive'],always fresh and delicious.,1,0
['price'],['neutral'],Prices are in line.,1,0
['food'],['positive'],"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",1,0
['anecdotes/miscellaneous'],['negative'],"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",3,0
['service'],['positive'],Won't or Can't is not in the service directory.,1,0
['food'],['positive'],The banana tower is an amazing dessert as well.,1,0
['ambience'],['negative'],Ambiance is barely romantic but management tries.,1,0
['food'],['positive'],Pastrami or corned beef are juicy and piled high  ask for extra rye bread .,1,0
['price'],['negative'],"Even with a relatively inexpensive botle of wine, if you can call dollar 70.00 inexpensive, the cost is through the roof for better than average fare.",1,0
['food'],['negative'],"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",1,0
['anecdotes/miscellaneous'],['positive'],"Please take my advice, go and try this place.",1,0
['service'],['negative'],We were seated and ignored by waitstaff.,1,0
['ambience'],['positive'],The owner and staff are all Japanese as well and that adds to the entire ambiance.,1,0
['anecdotes/miscellaneous'],['positive'],This quiet dark asian bistro is well worth the trip.,1,0
['food'],['neutral'],"Also, specify if you like your food spicy- its rather bland if you don't.",1,0
"['food', 'ambience']","['positive', 'positive']",Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,2,0
"['anecdotes/miscellaneous', 'ambience']","['positive', 'positive']",I loved everythig about it-especially the shows and actors.,2,0
['anecdotes/miscellaneous'],['neutral'],Its located in greenewich village.,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",3,0
['anecdotes/miscellaneous'],['positive'],i'm surprised about some of the bad reviews posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.,1,0
['anecdotes/miscellaneous'],['positive'],It is so easy to get a reservation at a top place in NYC with a week's notice.,1,0
"['food', 'price']","['positive', 'positive']",Decent wine at reasonable prices.,2,0
['food'],['positive'],"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",1,0
"['food', 'service']","['negative', 'negative']","The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",2,0
['anecdotes/miscellaneous'],['positive'],I can't wait to go back.,1,0
['food'],['positive'],"Great selection of wine, and seafood.",1,0
['food'],['positive'],"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",1,0
['anecdotes/miscellaneous'],['negative'],Walk-ins are risky too.,1,0
['food'],['positive'],Ummm...the beer was cold.,1,0
['food'],['positive'],The bagel was huge.,1,0
['anecdotes/miscellaneous'],['positive'],It's simply the best meal in NYC.,1,0
['anecdotes/miscellaneous'],['neutral'],Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge  although they have more funky toppings! ,1,0
['food'],['negative'],I had the Pad Thai and the noodles were sticky.,1,0
"['food', 'service']","['negative', 'negative']",like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,2,0
['food'],['negative'],"Their calzones are horrific, bad, vomit-inducing, YUCK.",1,0
['food'],['neutral'],Just stick with the small dishes!,1,0
['anecdotes/miscellaneous'],['negative'],"A big disappointment, all around.",1,0
['food'],['positive'],"For authentic Thai food, look no further than Toons.",1,0
['anecdotes/miscellaneous'],['neutral'],"Besides, we were on vacation!",1,0
['anecdotes/miscellaneous'],['positive'],A must try!,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","Interesting selection, good wines, service fine, fun decor.",3,0
['food'],['positive'],Best Taiwanese food in NY!,1,0
['food'],['negative'],He was terribly thirsty after the meal too.,1,0
['food'],['positive'],The food was good.,1,0
"['food', 'ambience']","['positive', 'positive']",I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,2,0
['anecdotes/miscellaneous'],['negative'],Stay away from this place.,1,0
['food'],['negative'],"No refills on fountain drinks, though.",1,0
['anecdotes/miscellaneous'],['positive'],Go here.,1,0
['anecdotes/miscellaneous'],['positive'],Go for it!,1,0
['food'],['positive'],The pizza was really good.,1,0
['food'],['positive'],The highly spiced chai tea was great too.,1,0
['anecdotes/miscellaneous'],['positive'],Authentic bistro!,1,0
['anecdotes/miscellaneous'],['neutral'],"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",1,0
['food'],['positive'],And they have these home made potato chips at the bar that are the most delicious things in the world!,1,0
['anecdotes/miscellaneous'],['positive'],I wish they had one near my office- I would go everyday.,1,0
['anecdotes/miscellaneous'],['positive'],"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",1,0
"['anecdotes/miscellaneous', 'price']","['negative', 'negative']",We spent dollar 200 in this place and left hungry and very disappointed.,2,0
['food'],['negative'],The rice was poor quality and was cooked so badly it was hard.,1,0
['anecdotes/miscellaneous'],['negative'],This place is to be avoided.,1,0
"['food', 'price']","['negative', 'negative']",They were such a rip-off  dollar 8.95 for four small meat patties in steamed buns  and not worth trying.,2,0
['food'],['positive'],Food is excellent.,1,0
['food'],['negative'],I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,1,0
['food'],['positive'],"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",1,0
['food'],['positive'],We ended the dinner with a surprisingly light and flaky apple tarte tatin.,1,0
['service'],['negative'],"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",1,0
"['food', 'price']","['positive', 'positive']",Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,2,0
['anecdotes/miscellaneous'],['neutral'],Went to Ottimo and was expecting outstanding pizza  as I love La Pizza Fresca .,1,0
['ambience'],['positive'],"It is set far from the small street it's on, and there is no traffic noise.",1,0
['ambience'],['positive'],Downstairs lounge is always a good attraction,1,0
['anecdotes/miscellaneous'],['positive'],"If only they delivered, they'd make a mint!",1,0
['food'],['positive'],"We started with lox and mussels  the best ive ever had, ever  and had the cod and trout for dinner.",1,0
['anecdotes/miscellaneous'],['positive'],We'd go back again,1,0
['ambience'],['positive'],"Raga's is a romantic, cozy restaurant.",1,0
['service'],['positive'],I've rarely had a problem with slow staff in the 10 years I've been going.,1,0
['anecdotes/miscellaneous'],['positive'],It was wonderful.,1,0
['anecdotes/miscellaneous'],['positive'],"Go there on an empty stomach and leave feeling like a baby Veal Calf ok bad joke , but you will see.",1,0
['anecdotes/miscellaneous'],['positive'],I highly recommend it.,1,0
"['food', 'price']","['positive', 'positive']","I went at 6:00 PM specifically for the pre-theater menu  dollar 19.95 for roasted tomato soup with chevre, steak frites, creme brulee  and it was marvelous.",2,0
"['food', 'service']","['positive', 'positive']",The food was delicious and the waiter was incredibly helpful and attentive  considering we were the only ones there for the first hour .,2,0
['food'],['negative'],"I must warn the reader that the portions sizes are very small  especially the appetizers , so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer  1 dish for each person because the portions are not for sharing , a main entree, and the cold udon at the end of the meal.",1,0
['food'],['positive'],"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",1,0
['ambience'],['positive'],I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,1,0
['service'],['negative'],Drawbacks: service is slow and they don't toast!,1,0
['food'],['positive'],The cream cheeses are out of this world and I love that coffee!!,1,0
['ambience'],['negative'],"Secondly, on this night the place was overwhelmed by upper east side ladies perfume.",1,0
['anecdotes/miscellaneous'],['positive'],"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",1,0
