text,ambience,anecdotes/miscellaneous,food,service,price
The food was delicious and the waiter was incredibly helpful and attentive  considering we were the only ones there for the first hour .,0,0,1,1,0
"I must warn the reader that the portions sizes are very small  especially the appetizers , so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer  1 dish for each person because the portions are not for sharing , a main entree, and the cold udon at the end of the meal.",0,0,1,0,0
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",0,0,1,0,0
I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,1,0,0,0,0
Drawbacks: service is slow and they don't toast!,0,0,0,1,0
The cream cheeses are out of this world and I love that coffee!!,0,0,1,0,0
"Secondly, on this night the place was overwhelmed by upper east side ladies perfume.",1,0,0,0,0
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",0,1,0,0,0
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",0,0,1,0,0
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",0,0,0,1,0
The dim sum is delectable while the prices are quite easy on the wallet.,0,0,1,0,1
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",0,0,1,0,0
"Found service above average, but that could be because we were 13 of us.",0,1,0,1,0
We will come back!!!,0,1,0,0,0
"He can't help, they're bought up so fast.",0,1,0,0,0
They have a huge selection of different cream cheeses and all of their salads are great.,0,0,1,0,0
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",0,0,1,1,0
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",0,1,0,0,0
Nevertheless the food itself is pretty good.,0,0,1,0,0
And cheap!,0,0,0,0,1
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,1,0,1,0,0
"The food, served in small tasting portions  as an option  is very good with each dish being better than the next.",0,0,1,0,0
"i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.",1,0,0,0,0
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",0,0,1,1,0
"The service was bad, the food took to forever to come, we sat on the upper level.",0,0,0,1,0
"During our meal, the management came over and checked on us and even bought us a round of drinks.",0,0,0,1,0
The food there are sastifying.,0,0,1,0,0
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",0,1,0,0,0
Consistently good Japanese Tapas.,0,0,1,0,0
I had to share my table with a loud group of kids and the service was rude an unattentive.,1,0,0,1,0
The quail was fantastic and unique and the pastas were full of flavor.,0,0,1,0,0
I thought going to Jimmys would give me a real Domincan exprience.,0,1,0,0,0
"Probably much busier for lunch, it's seldom crowded for dinner  too close to downtown .",1,0,0,0,0
Why make a reservation if you aren't going to keep it?,0,0,0,1,0
"Conveniently located too, being right on Bedford ave.",0,1,0,0,0
I agree.,0,1,0,0,0
The lunch special is an asbolute steal.,0,0,0,0,1
I love this place!,0,1,0,0,0
Highly recommended to all!,0,1,0,0,0
I brought some buddies from CA and they loved it.,0,1,0,0,0
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,0,0,1,0,0
Acceptable prices.,0,0,0,0,1
Definately check it out!!!,0,1,0,0,0
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should  also note lack of Chinese here .",0,0,1,0,0
It was so bad I actually refused to pay for my food.,0,1,1,0,0
We were fast to order the appetizer platter since we were very hungry.,0,1,0,0,0
I love the atmorphere @ peep!,1,0,0,0,0
The menu is nothing like the one on the website.,0,0,1,0,0
There is a real gallery of stars that have visited.,1,0,0,0,0
"It's a really great deal, considering we got full off of four dollars.",0,0,0,0,1
"To me it exemplifies Soho, cute, artsy, interesting.",1,0,0,0,0
"They don't concern much of customer's health, just want to make money.",0,1,0,0,0
The dim sum however was very good.,0,0,1,0,0
Get the tuna of gari.,0,0,1,0,0
"Then, IF they answer the phone, you're lucky if they don't hang up on you!",0,0,0,1,0
Raga stands out with an interesting fusion of French and Indian cooking.,0,0,1,0,0
The wine list is extensive and impressive.,0,0,1,0,0
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",0,0,1,0,0
"For the location, the prices are very reasonable.",0,0,0,0,1
"Nice atmosphere, the service was very pleasant and the desert was good.",1,0,1,1,0
"The food is terrible and overall, I would have to say avoid at all costs.",0,0,1,0,0
Several of the dim sum orders had about 6-8 pieces.,0,0,1,0,0
The only fallback on this restaurant is the prices.,0,0,0,0,1
Their tuna tartar appetizer is to die for.,0,0,1,0,0
The food was authentic.,0,0,1,0,0
"The food is spectacular, from the appitizers to the main course, and then of course the desserts,  WOW  you'll need no more.",0,0,1,0,0
He takes real pride in his food and his business.,0,0,1,1,0
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",0,1,0,0,0
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek  for Chinatown  alternative.",1,0,0,0,0
They've the best desserts and mixed drinks as well as snack foods.,0,0,1,0,0
"The food is good, I can't lie.",0,0,1,0,0
for my birthday and we had an excellent time.,0,1,0,0,0
"When we arrived at 6:00 PM, the restaurant was practically empty.",0,1,0,0,0
Can't wait wait for my next visit.,0,1,0,0,0
Amma has the worst value for money I have experienced in NYC over the past 2 years.,0,0,0,0,1
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",0,0,0,1,0
"Delicate spices, onions, eggs and a kick-ass roti.",0,0,1,0,0
"However, it is jus too good to not praise it.",0,1,0,0,0
Wouldn't recomend it for dinner!,0,1,0,0,0
We were exploring Grand Central and didn't want to eat in the food court.,0,1,0,0,0
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,1,0,0,0,0
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",0,0,0,1,0
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",0,0,1,0,0
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",0,0,1,0,0
This is a great Thai restaurant with a very friendly staff.,0,1,0,1,0
we spent 50 dollar dollar  definetly will come back with my friends!!!,0,1,0,0,1
My husband and I enjoy Sangria.,0,0,1,0,0
All my co-workers were amazed at how small the dish was.,0,0,1,0,0
Our friends have not arrived yet.,0,1,0,0,0
You have to increase the service a lot.,0,0,0,1,0
It is run by the same Sichuan chef who started the chain in Chinatown.,0,1,0,0,0
A one women show!,0,1,0,0,0
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,0,0,1,0,0
If you have a dumpling fetish i suggest you try some here!,0,0,1,0,0
Turned out there was full service upstairs and sat down.,0,1,0,0,0
This place must have cost the owners afortune to build.,0,1,0,0,0
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,1,0,0,1,0
The food was great and the service was even better.,0,0,1,1,0
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,0,1,0,0,0
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",0,0,1,0,0
"The New York Times has reviewed this place three times already, you know it's going to be good.",0,1,0,0,0
"I found the food, service and value exceptional everytime I have been there.",0,0,1,1,1
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",0,0,1,0,0
"We all ate pasta entre'es, which were great.",0,0,1,0,0
"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",1,0,0,0,1
What more could you want?,0,1,0,0,0
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,0,1,0,0,0
I've never had bad service and the fish is fresh and delicious.,0,0,1,1,0
i don't usually order wine with indian so i can't comment on their wine list or their wines.,0,0,1,0,0
I really like both the scallops and the mahi mahi  on saffron risotto-yum! .,0,0,1,0,0
" or sister, in my case! .",0,1,0,0,0
It took them 15 minutes to put water in our glasses.,0,0,0,1,0
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",0,1,0,0,0
"If anyones has doubt of not knowing enough about wines,please check their wine list.",0,0,1,0,0
"Great wine, great food.",0,0,1,0,0
I have been urged by friends for months to check out the mermaid inn.,0,1,0,0,0
The meat dishes were only so-so.,0,0,1,0,0
"I didn't complain, I liked the atmosphere so much.",1,0,0,0,0
We've never had any problems with the staff but maybe we've been lucky?,0,0,0,1,0
"When you enter, you feel like you have entered your mom's kitchen.",1,0,0,0,0
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",0,0,1,0,0
They don't walk around with the trays of Dim Sum.,1,0,0,0,0
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",0,0,0,1,0
go here for the drinks!,0,0,1,0,0
"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",0,0,0,0,1
Definitely not worth the price!,0,0,0,0,1
Don't waste money on decor.,1,0,0,0,0
I LOVED THE SHOWS.,1,1,0,0,0
The sides were ok and incredibly salty.,0,0,1,0,0
Went to Village last night for my birthday.,0,1,0,0,0
"Both times I was extremely dissappointed by the service, which was boarderline rude.",0,0,0,1,0
I liked this place the first time but doubt I will ever return.,0,1,0,0,0
"However, they've got the most amazing pastrami and the soups hit the spot.",0,0,1,0,0
Plain and simple it's bad thai food.,0,0,1,0,0
I wish they would change back to what it was before.,0,1,0,0,0
The food's as good as ever.,0,0,1,0,0
Everyone was more then happy with his choices.,0,0,0,1,0
The service was attentive and her suggestions of menu items was right on the mark.,0,0,0,1,0
Our first greeting when we entered was The last call is at 10:15.,0,0,0,1,0
I'm told that it is open 24hrs which is good.,0,1,0,0,0
"I will definetely go back again and again, that's for sure!!!",0,1,0,0,0
The flavors robust and subtle.,0,0,1,0,0
Of course the reason its so packed is because the food is so delicious!,0,0,1,0,0
Good for dates or with friends.,0,1,0,0,0
"The quantity is also very good, you will come out satisfied.",0,0,1,0,0
"Went there last night for 2 year anniversery, and wasn't all that impressed.",0,1,0,0,0
